sentence
Ich frage mich, ob neuronale Netze zur Spracherkennung beim Träumen anfangen zu sprechen.
Ich funkelte mein Gegenüber noch kurz an, dann klemmte ich mir die Lieferung unter den Arm und verließ das Geschäft.
Ich fühle mich nicht so gut.
Ich fürchte, da ist nicht viel zu holen.
Ich fürchte, hier ist eine komplette Neulackierung notwendig.
Ich gebe zu, das war unglücklich formuliert.
Ich gebe zu, dass es ein unkonventionelles Verkehrsmittel ist.
Ich gebe zu, dass ich das in letzter Zeit etwas vernachlässigt habe.
Ich gehe jede Wette ein, dass er sich hier blicken lassen wird.
Ich glaube es auch nicht.
Ich glaube es nicht, Lou ist tatsächlich pünktlich!
Ich glaube nicht, dass es Selbstmord war.
Ich glaube, Patrick hat sich in Michelle verknallt.
Ich glaube, Sabrina ist absolut schwindelfrei.
Ich glaube, dein Freund hat nicht mehr alle Tassen im Schrank.
Ich glaube, ich bin im falschen Film.
Ich glaube, ich falle vom Glauben ab.
Ich glaube, ich habe mich klar genug ausgedrückt.
Ich glaube, ohne Piepser könnte ich überhaupt nicht mehr rückwärts einparken, gab Ulrike zu.
Ich glaube, wir sollten auch über die Erfolge der letzten Jahre sprechen.
Ich hab keine Munition mehr!
Ich habe Durst.
Ich habe Hunger.
Ich habe Sie gar nicht in meiner Datenbank, sagte die Sachbearbeiterin ratlos.
Ich habe aber keine Lust auf langwierige Update-Orgien und Systemabstürze.
Ich habe alles im Griff.
Ich habe da mal was vorbereitet.
Ich habe dem Tod schon mehrfach ins Auge gesehen, leitete Holger zu seinen Heldenstorys über.
Ich habe den BMW nur geleast, der VW gehört mir aber.
Ich habe den Bus verpasst.
Ich habe diesen Ansatz noch nie gesehen.
Ich habe eine neue Arbeit.
Ich habe es bei der Bundeswehr gelernt.
Ich habe es dir gleich gesagt, aber du wolltest ja nicht hören.
Ich habe es wirklich sehr eilig.
Ich habe etwas Käse mitgebracht.
Ich habe etwas über das Problem nachgedacht und denke, dass es schwer ist.
Ich habe gestern meine Steuern bezahlt.
Ich habe geträumt, dass du stirbst
Ich habe geträumt, dass du stirbst!
Ich habe ihn umgebracht, gestand er mit gesenktem Blick.
Ich habe keines ihrer Bücher gelesen.
Ich habe meine Brille vergessen.
Ich habe nämlich nichts gehört.
Ich habe schon viel von Ihnen gehört.
Ich habe stopp gesagt.
Ich hacke gerade Zwiebeln.
Ich hasse sowas!
Ich hoffe das war nicht zu gemein, denn ein bisschen Spaß muss sein
Ich hoffe, das war nicht zu gemein, denn ein bisschen Spaß muss sein!
Ich hoffe, dass ich auch im Alter nie so werde wie Erik.
Ich hätte Sie nicht bestehen lassen.
Ich hätte da mal eine Frage.
Ich hätte nicht gedacht, dass er so skrupellos ist.
Ich hätte niemals gedacht, dass dies passieren würde.
Ich hätte noch eine Drei-Zimmer-Wohnung in zentraler Lage frei.
Ich kann das Geschwafel dieses sogenannten Wirtschaftsexperten nicht mehr hören, beschwerte sich Monika.
Ich kann die Einstellung nirgendwo finden.
Ich kann dir meinen Fleece-Pullover anbieten.
Ich kann euch nichts mehr anbieten, es sei denn ihr wollt Wolle.
Ich kann mich nicht beklagen.
Ich kann mich nicht einloggen, wendet sich Kai an den Administrator.
Ich kann mich noch immer nicht zwischen Volvo und VW entscheiden, seufzt Gernot.
Ich kann nicht erkennen, was es ist.
Ich kann sogar einen Doppelknoten.
Ich kenne Klaas aber nur flüchtig, schränkte Tobias sogleich ein.
Ich komme aus Herne
Ich komme aus Mannheim
Ich komme da nicht an.
Ich kriege den Stecker nicht rein, weil diese verdammte Steckdose eine klemmende Kindersicherung hat.
Ich könnte eine Mitfahrgelegenheit nach München anbieten
Ich könnte eine Mitfahrgelegenheit nach Schweinfurt anbieten
Ich könnte ins Lenkrad beißen!
Ich könnte mir vorstellen, dass Lea irgendwann genug hat von dem Einheitsbrei.
Ich lasse mir nicht von anderen vorschreiben, ob ich einen Minirock tragen darf.
Ich lebe in Celle
Ich lebe in Offenbach
Ich leih mir ein Fahrrad beim Hotel, meinte sie.
Ich leihe mir ein Fahrrad beim Hotel, meinte sie.
Ich mag es nicht, wenn Programme ihr Design ändern, nur weil das alte nicht mehr modern war.
Ich mag kein Gemüse.
Ich muss den Bass fühlen.
Ich muss die DVD bis Donnerstag in die Videothek zurückbringen.
Ich muss dir etwas beichten.
Ich muss gar nichts.
Ich muss mal schnell mein Smartphone fragen, wo der nächste Geldautomat ist.
Ich muss mal wieder zum Frisör, bekundete Lars selbstkritisch nach einem Blick in den Spiegel.
Ich muss mal.
Ich muss mich noch mit der Sekretärin kurzschließen.
Ich muss mit dem Einsatzleiter sprechen.
Ich muss morgen früh aufstehen, entschuldigte sich Alwin.
Ich muss nachladen.
Ich muss noch schnell zum Metzger.
Ich muss offen zugeben, dass ich kein Fan von diesem Finanzierungsmodell bin.
Ich muss schon in Koblenz aussteigen 
Ich muss schon in Neumünster aussteigen 
Ich musste lange in Ingolstadt warten
Ich musste lange in Leipzig warten
Ich möchte dir das Projekt zeigen, an dem ich gearbeitet habe.
Ich möchte ein Ticket nach Erfurt kaufen
Ich möchte ein Ticket nach Wuppertal kaufen
Ich möchte eine Nachricht an Frederik verfassen.
Ich möchte mich über den schlechten Service in der Werkstatt beschweren.
Ich möchte nach Lübeck
Ich möchte nach Trier
Ich möchte niemandem zu nahe treten.
Ich nehme Sie mit auf meine Reise ins Flächenland.
Ich plädiere auf Freispruch!
Ich rauche aber gar nicht!
Ich rauche nicht seit zwei Jahren.
Ich schließe mich euch an.
Ich schwöre, damit habe ich nichts zu tun.
Ich sehe was, was du nicht siehst und das ist gelb, steht vor der Tür und wird gleich klingeln.
Ich soll schön von ihr grüßen.
Ich stelle hier die Fragen.
Ich suche das Tierheim.
Ich verstehe gar nicht, weshalb darum so ein Hype gemacht wird.
Ich verstehe nicht, worauf Sie hinaus wollen.
Ich versuche ja nicht zu fliehen.
Ich war hier seit Jahren nicht mehr.
Ich war in den letzten paar Wochen sehr beschäftigt.
Ich weigere mich, erwachsen zu werden!
Ich weiß gar nicht, wie man die Nebelschlussleuchte einschaltet, gab Hanna zu.
Ich weiß genau, was du denkst.
Ich weiß nicht, warum Annabel sich der Illusion hingibt, sie hätte alles im Griff.
Ich weiß nicht, warum sie sich so windet.
Ich weiß nicht, welcher Weg sicher ist.
Ich weiß nicht, wie ich es sagen soll, ohne ihn zu verletzen.
Ich weiß noch nicht, ob ich nächste Woche in Chemnitz bin
Ich weiß noch nicht, ob ich nächste Woche in Wetzlar bin
Ich weiß, dass dir Käse sehr gefällt.
Ich weiß, wo ein Schatz versteckt ist, flüsterte mir mein Mithäftling ins Ohr.
Ich werde keines Ihrer Drecksbücher kaufen, stellte ich klar.
Ich werde mit dem Fernbus direkt am ZOB in Ulm ankommen.
Ich werde noch bekloppt dabei.
Ich will Lebensmittel einkaufen.
Ich will Yoga machen.
Ich will ein Kind von dir!
Ich will ein Spiel spielen.
Ich will einkaufen.
Ich will etwas Gymnastik machen.
Ich will gar nicht wissen, was in seinem Kopfkino gerade abgeht.
Ich will heute Abend ins Kino gehen.
Ich will ihm keine falschen Hoffnungen machen.
Ich will jetzt meditieren.
Ich will jetzt nur noch schlafen.
Ich will kein Model, sondern ein normales Mädel als Freundin, sagt Tim.
Ich will keinen Mucks hören, verstanden?
Ich will sicher gehen, dass Sie auch alles verstanden haben.
Ich wische jetzt die Tafel, währenddessen könnt ihr reden.
Ich wollte eigentlich nicht nach Saarbrücken fahren
Ich wollte eigentlich nicht nach Speyer fahren
Ich wollte testen, ob du am Stoppschild auch wirklich anhältst, erklärte der Fahrlehrer.
Ich wusste gar nicht, dass du aus Castrop-Rauxel kommst
Ich wusste gar nicht, dass du aus Tübingen kommst
Ich wusste gar nicht, dass wir so etwas haben.
Ich wünsche euch einen guten Rutsch, egal ob besinnlich oder besinnungslos besoffen.
Ich wünschte, ich könnte mich klonen.
Ich würde das gerne auf Amazon bestellen.
Ich würde das gerne online bestellen.
Ich würde das nicht mehr trinken.
Ich würde es eher als gefährliches Halbwissen bezeichnen.
Ich würde gerne ein neues Kartenspiel ausprobieren.
Ich würde sagen, an der nächsten Raststätte machen wir mal eine Pause.
Ich würde sagen, es ist ein Mittelding aus Dystopie und Utopie.
Ich wüsste nicht, was uns jetzt noch in die Quere kommen sollte.
Ich zähle jetzt bis drei.
Ich, ich kann Ihnen helfen, bot er kleinlaut an.
Ida ist mal wieder mit ihrer Familie und mit Leopold am Gardasee.
Idealerweise schafft man es, sich an beides gleichzeitig zu halten.
Identifizieren Sie sich.
Igitt, ich mag keine Erbsen!
Ignoriere sie einfach.
Ihnen wird empfohlen, eine Pause einzulegen.
Ihr Köter hat mein Kind angefallen.
Ihr Privatjet wird gerade noch betankt, ist ansonsten aber startklar.
Ihr beide seht euch total ähnlich, seid ihr Geschwister?
Ihr bleibt ja gar nichts anderes übrig.
Ihr dürft euch jetzt küssen.
Ihr fehlt das nötige Fingerspitzengefühl.
Ihr habt die Wahl zwischen billig und komfortabel.
Ihr habt ja beide die gleichen Schuhe an.
Ihr hört jetzt beide auf damit!
Ihr könnt mich doch nicht einfach zurücklassen
Ihr könnt mich doch nicht einfach zurücklassen!
Ihr könnt nach Hause fahren!
Ihr könnt trinken bis zum Abwinken.
Ihr könntet euch ruhig auch mal beteiligen
Ihr könntet euch ruhig auch mal beteiligen!
Ihr lang gehegter Kinderwunsch wollte einfach nicht in Erfüllung gehen.
Ihr letzter Wunsch war es, noch einmal einen Frühling zu erleben.
Ihr müsst drei Disziplinen im Bereich Leichtathletik absolvieren.
Ihr sabbelt mir zu viel.
Ihr seid alle eingeladen, verkündete Ralf mit einem Lächeln.
Ihr seid alle im Weg.
Ihr seid doch total durchgeknallt
Ihr seid doch total durchgeknallt!
Ihr seid doch vollkommen übergeschnappt!
Ihr wisst ja, wie es abläuft.
Ihr wollt doch nicht allen Ernstes bei der Sicherheit Abstriche machen!
Ihre Pupillen sind geweitet.
Ihre TÜV-Plakette ist abgelaufen.
Ihre Worte konnte ich zwar nicht verstehen, aber ihre Mimik und Gestik verrieten bereits genug.
Ihre aufgebrachte Einstellung wird die Sache kein bisschen beschleunigen.
Ihretwegen habe ich mich voll herausgeputzt, und jetzt kommt sie gar nicht!
Im Allgäu fällt bereits erster Schnee.
Im Altenheim wird fleißig Bingo und Kniffel gespielt.
Im Alter kamen die Kriegserinnerungen wieder hoch und machten sie psychisch fertig.
Im Anhang befindet sich noch die Gesamtbetriebsvereinbarung und die IT-Benutzungsordnung.
Im Anschluss pfercht der Bauer die Herde in den Transporter.
Im April läuft mein Personalausweis ab.
Im Bahnhofsviertel wurden Läden geplündert.
Im Biergarten vor der Alm hört man den ganzen Tag die Kuhglocken läuten.
Im Bistro gibt es nur überteuerte Snacks.
Im Büro ist den ganzen Tag das Fenster auf Kipp.
Im Erzgebirge wurden Lithium-Vorkommen entdeckt.
Im Fall eines Schadens an der Wohnung wird der Vermieter die Kaution einbehalten.
Im Falle von erneuten Ausschreitungen droht der DFB dem Gastgeber mit einer Geldstrafe.
Im Frühjahr sieht man überall Tulpen, Krokusse und Maiglöckchen in den Vorgärten sprießen.
Im Gegensatz zu Elektromotoren können Verbrenner nicht aus dem Stand anlaufen.
Im Gegensatz zu Tränen und Schweiß ist Speichel nicht salzig, sonst hätte man ja auch ständig Durst.
Im Gegensatz zu den Passagieren konnte sich die Crew retten.
Im Gegensatz zu manchen Schlangenarten können Menschen kein Infrarotlicht wahrnehmen.
Im Gegensatz zum Umsatz muss der Gewinn versteuert werden.
Im Gewerbegebiet wurde jetzt eine Kartbahn neu eröffnet.
Im Hintergrund zirpen die Grillen.
Im Hotel bediente er sich an der Minibar.
Im Inserat wird deutlich darauf hingewiesen, dass es keine Zweck-WG werden soll.
Im Interview zeigt sich Karoline zuversichtlich.
Im Jahr zweitausendneunundneunzig wirkt eine Armbanduhr von Casio natürlich anachronistisch.
Im Jahr zweitausendvierzehn gab es hier einen Wassereinbruch.
Im Januar gehen die Umsätze typischerweise zurück, weil die Verbraucher gerade so viel Geld für Weihnachten ausgegeben haben.
Im Kabarett wurde humorvoll vorgeführt, wie eine solche Abschottung aussehen könnte.
Im Kamin lodert ein Feuer.
Im Kessel brodelte und blubberte eine giftgrüne Suppe.
Im Kontextmenü wählen Sie Eigenschaften.
Im Magen wird sowieso alles gemischt.
Im Mittelalter hat man Dieben die Finger abgetrennt.
Im Moment des Zündens lässt man die Spannung an der Primärspule kurzzeitig einbrechen.
Im Nachhinein bereue ich, dass ich diese Chance nicht genutzt habe.
Im Nachhinein wirkt es banal.
Im Norden liegen die A-zwei und die A-zweiundvierzig, im Süden die A-zweiundfünfzig.
Im Osten sind einige der Halligen zu sehen.
Im Prinzip haben beide Recht.
Im Prinzip läuft das Ding verschleißfrei.
Im Prinzip schon, aber die Ausprägung ist individuell unterschiedlich.
Im Präsidium angekommen, setzte Kommissar Walter sich an seinen Schreibtisch.
Im Saarland muss jeder Schüler französisch lernen.
Im Sammelsurium von alten Zeitschriften fand sich auch ein Erotikmagazin.
Im Schrank steht auch Tee mit Cranberry-Geschmack.
Im Schwimmbad riecht es nach Chlor.
Im September wird Rüdiger mit ein paar Freunden zum Wandern in die Alpen fahren.
Im Sturzflug erreichen Steinadler Geschwindigkeiten von über dreihundert Stundenkilometern.
Im Transitbereich kann man sich aufhalten, ohne noch einmal durch die Passkontrolle zu müssen.
Im Trockenkeller waren viele Wäscheleinen gespannt.
Im Urlaub hat Ute Farbe bekommen.
Im Vakuum fällt eine Feder genauso schnell wie ein Stein.
Im Vergleich zu Autokraftstoffen ist Schweröl sehr langkettig.
Im Winter wird an Tankstellen Winterdiesel verkauft.
Im Wohnzimmer meiner Großeltern steht ein Marmortisch.
Im Wörterbuch nachschlagen!
Im Zuge von Sparmaßnahmen wurde ein Drittel der Belegschaft entlassen.
Im ganzen Norden haben wir derzeit Temperaturen nahe dem Gefrierpunkt.
Im letzten Level trifft man auf einen ultimativen Kämpfer.
Im medizinischen Bereich ist es um die IT-Sicherheit sehr schlecht bestellt.
Im privaten Modus legt der Webbrowser keine Chronik an.
Im vierzehnten Jahrhundert hatte niemand Handys.
Immer der Nase nach!
Immer mehr Menschen sind abhängig von Medikamenten.
Immer mit der Ruhe, ein alter Mann ist kein D-Zug.
Immer ruhig mit den jungen Pferden
Immer ruhig mit den jungen Pferden!
Immer wieder erstaunlich, wie schnell der Herr Minister seine Meinung ändert, wenn er sich mit Lobbyisten trifft.
Immer, wenn der Wärter das Häuschen betritt, hebt er die Fußmatte an.
Immerhin vier neue Mitteilungen.
In Anbetracht des Alkoholpegels verlief die Diskussion auf sehr hohem Niveau.
In Anlehnung an Pünktchen und Anton haben sie ihren Dackel Piefke genannt.
In Berlin musste ich meine Reise unterbrechen
In Besprechungen stellt sie ihr Handy immer auf Vibration.
In Bonn hat die Firma ihren Hauptsitz
In China ging das Opium damals weg wie warme Semmeln.
In Duisburg kann man heute noch alte Hochöfen aus den Siebzigern besichtigen.
In Englisch haben wir gestern einen unangekündigten Vokabeltest geschrieben.
In Goldbach liegt der Hund begraben.
In Greifswald erforscht das Max-Planck-Institut die Kernfusionsanlage Wendelstein sieben-X.
In Hamburg sind die Mülleimer mit kreativen Sprüchen bemalt.
In Hongkong wird nicht Mandarin sondern Kantonesisch gesprochen.
In Ihrer Stellenanzeige werben Sie mit flachen Hierarchien.
In Koblenz mündet die Mosel in den Rhein.
In Kontakt mit anderen Menschen zu bleiben, senkt das Risiko, an Demenz zu erkranken.
In Mannheim hat die Firma ihren Hauptsitz
In Ordnung, dann möchte ich eure Geduld nicht länger strapazieren.
In Pjöngjang fährt die ehemalige U-Bahn aus Berlin.
In Sachen Satzbau und Rechtschreibung lässt deine Arbeit zu wünschen übrig.
In Schritt zwei extrahieren wir die wichtigsten Features.
In Stralsund musst du dann den Intercity in Richtung Stuttgart nehmen, welcher auch in Rostock hält.
In Tübingen musste ich meine Reise unterbrechen
In Videospielen zielt man auf den Kopf, in der Realität auf den Torso.
In Wirklichkeit ist es natürlich nur das Blut, das durch die Adern strömt.
In beide Richtungen ist nur eine Spur frei.
In dem Gerümpel sollen wir die Skulptur finden?
In dem ehemaligen Gasometer finden heute regelmäßig Ausstellungen statt.
In den Umkleiden gibt es Spinde.
In den ersten Jahren bestand die Brücke aus Holz.
In den fetten Jahren muss man für die mageren vorsorgen.
In den letzten Wochen hat es sehr wenig geregnet.
In den meisten Fällen gelingt das eher schlecht als recht.
In der Agrarpolitik wäre es ein Novum.
In der Cafeteria habe ich Amanda getroffen.
In der Dunkelheit sehen wir unschärfer und farblos.
In der Fabrik muss jeglicher Funkenflug unbedingt vermieden werden.
In der Folge steigt die Leistung.
In der Formel-eins nutzt man wassergekühlte Bremsscheiben.
In der Gaming-Szene kennt Volker sich aus.
In der Mühle wird Mehl gemahlen.
In der Nebensaison sind die Hotels günstiger.
In der Nähe der Arktis gerieten sie in einen Strudel.
In der Nähe von Passau kommt Ihnen ein Falschfahrer entgegen.
In der Psychatrie versucht Doktor Henkel herauszufinden, wie sich diese Paranoia entwickelt hat.
In der Redaktion sind alle damit beschäftigt, die nächste Sensation zu jagen.
In der Regel sind nur gut betuchte Gamer mit VR-Brillen ausgestattet.
In der Rostlaube spürt man jeden noch so kleinen Hubbel.
In der Schengen-Zone reicht es, wenn man seinen Personalausweis dabei hat.
In der Schule drehen wir gerade einen Film zum Thema Zivilcourage.
In der Schule haben wir mit Delphi programmiert.
In der Seitenansicht wurde es auch Doreen klar.
In der Sonne trocknet nasse Kleidung besonders schnell.
In der Stadt gibt es nur zwei Möglichkeiten, den Fluss zu überqueren.
In der Statik betrachtet man nur Aufgaben im Gleichgewicht.
In der Wikipedia nachsehen!
In der Zeitlupe kann man jeden einzelnen Flügelschlag des Kolibris sehen.
In der eigenen Muttersprache geht das Schreiben deutlich leichter von der Hand.
In der ersten Stunde haben wir den Schneepflug gelernt.
In der kurzen aber turbulenten Firmengeschichte ging es auf und ab.
In der letzten Reihe nehmen nur die coolsten Leute Platz.
In der nächsten Folge stirbt Olaf, spoilert Edgar.
In der nächsten Folge stirbt Olafundefined, spoilert Edgar.
In die Steuerungselektronik haben sie eine Menge Hirnschmalz hineingesteckt.
In diesem Dorf gibt es weder eine Grundschule noch einen Kinderarzt.
In diesem Fall muss der Hersteller seiner Gewährleistungspflicht nachkommen.
In diesem Punkt widersprechen sich die Quellen.
In diesen Stadtteil, so sagt man, traut sich selbst die Polizei nicht mehr.
In dieser Disziplin kann der Neuling durchaus Paroli bieten.
In dieser Kurve gilt ein Überholverbot für Fahrzeuge in Richtung Süden.
In dieser Maschine laufen alle Fäden zusammen.
In dieser Pauschalität können wir der Aussage nicht zustimmen.
In dieser Physikstunde habe ich nichts verstanden.
In einem Tierversuch wird das Sozialverhalten der Schimpansen untersucht.
In einem alten Wasserturm der Stadt hat man nun ein Planetarium errichtet.
In einem kleinen Teich schwimmen und schnattern Enten.
In einem langen Schreiben ans Bildungsministerium kritisiert Steffi die derzeitige Umsetzung der Inklusion.
In einer Pressekonferenz teilte sein Manager der Öffentlichkeit die bittere Nachricht mit.
In einer Tageszeitung blätternd sitzt Siegfried auf einer Parkbank.
In einer Vitrine waren alle Holzfiguren feinsäuberlich der Reihe nach aufgestellt und mit Namen beschriftet.
In einigen Ländern kann man das Visum direkt bei der Einreise erwerben.
In gewölbten Spiegeln sieht man sein Abbild nur verzerrt.
In ihren Händen hielt Lotte den aktuellen Katalog.
In ihrer Herzensgüte teilte Jasmin ihren Vorrat mit Konstantin.
In ihrer Verzweiflung gab sie ihr Kind in der Babyklappe ab.
In konventionellen PKW arbeiten Viertakter.
In manchen Stadtvierteln verlaufe ich mich jedes Mal.
In meinen Augen ist Gustav vom Scheitel bis zur Sohle ein frommer Christ, urteilte Pastor Sigmund.
In nur wenigen Städten sind so viele alte Gebäude erhalten geblieben.
In seinem Testament hat Udo seine langjährige Lebensgefährtin Barbara nicht einmal erwähnt.
In seinen Händen hielt Herbert seine fristlose Kündigung.
In seiner Schusseligkeit bewirkte der Magier das Gegenteil von dem, was er wollte.
In so einer schäbigen Klitsche würde ich meinen Rechner nicht abgeben.
In unserem Haus liegen noch Bleileitungen, deswegen müssen wir das Wasser erst ablaufen lassen.
In verschnörkelten Buchstaben ziert der Name die Seiten des Drachenboots.
In vielen afrikanischen Staaten ist französisch Amtssprache.
In welchem Kanal bin ich gerade?
In welchem Ressort würden Sie bevorzugt arbeiten?, fragte der Personalchef den Junior-Redakteur.
In welchen Proportionen miteinander reagierende Stoffe verbraucht werden, gibt die Stöchiometrie an.
In welchen Schrank kommen die Teller?
In wenigen Sekunden wird Stufe drei gezündet.
In zwanzig Jahren ist das bestimmt wieder hip.
Ina hat sich einen Verschlüsselungstrojaner eingefangen.
Industrieroboter arbeiten flink und ausgesprochen präzise.
Inge setzte wieder ihr Pokerface auf.
Ingenieure können nicht lügen.
Ingrid hat so ein Wärmekissen gegen Halsschmerzen.
Inhaltlich hat Nora noch nicht wirklich etwas gesagt.
Innerhalb weniger Wochen hat sie bereits ein umfangreiches Netzwerk aufgebaut.
Insbesondere keine Topflappen.
Insgeheim wusste er natürlich, dass es nicht anders ging.
Insgesamt aber ist das Verfahren ausgereift.
Insgesamt ist der Sound etwas zu basslastig.
Insgesamt ist die Entwicklung positiv.
Insgesamt ist die Ziege ein genügsames Tier.
Insgesamt war die Kritik wenig konstruktiv.
Interessierte Zuhörer kann ich an meine Kollegen an der FH verweisen.
Internet öffnen.
Inzwischen ist der Gaspreis nicht mehr an den Ölpreis gekoppelt.
Inzwischen sind ja auch die meisten Frauen erwerbstätig.
Ionenantriebe sind im Vergleich zu konventionellen Raketentriebwerken sehr effizient.
Irene streitet vehement alles ab.
Irgendetwas raschelt da im Gebüsch.
Irgendwann lohnt sich das Feilschen nicht mehr, weil auch Zeit einen Wert hat.
Irgendwann wird es einfach in sich zusammenstürzen.
Irgendwann würde sie ihm erzählen müssen, dass er ein Adoptivkind ist.
Irgendwelche Deppen warfen Chinaböller in die Menge.
Irgendwie habe ich das Gefühl, dass Sie mir nicht die Wahrheit erzählen.
Irgendwie habe ich hier überhaupt keinen Empfang.
Irgendwie hat die Katze den Sturz vom Balkon überlebt.
Irgendwie ist heute der Wurm drin.
Irgendwie kommt er nicht in seine Schuhe rein.
Irgendwie prahlen autoritäre Staaten immer mit ihrem Militär.
Irgendwie streicht mir die Rechtschreibhilfe fast jeden Namen als falsch an.
Irgendwo in der Menschenmenge sind sie dann untergetaucht.
Irina gibt immer ordentlich Salz und Pfeffer dazu.
Ironischerweise ist es letztendlich die Schwerkraft, die den Adler am Herunterfallen hindert.
Irrtümlich wurde die Straßenbahn mitsamt Passagieren ins Depot geleitet.
Isabel fallen die ersten Milchzähne aus.
Islamabad ist die Hauptstadt von Pakistan.
Ist Bielefeld weiter weg als Wiesbaden?
Ist Bottrop hier in der Nähe?
Ist Gustav der Bruder von Hauke?
Ist Lüneburg größer als Hamburg?
Ist Neid eine Sünde?
Ist Rostock weiter weg als Potsdam?
Ist Speyer größer als Gera?
Ist Wiesbaden hier in der Nähe?
Ist anklopfen zu viel verlangt?
Ist ausgleichende Gerechtigkeit wirklich gerecht?
Ist das Brot glutenfrei?
Ist das Garagentor geöffnet?
Ist das Internet erreichbar?
Ist das Internet kaputt?
Ist das Wetter in Leverkusen besser als in Ludwigshafen am Rhein?
Ist das Wetter in Oberhausen besser als in Celle?
Ist das ein Unfallfahrzeug?
Ist das eine Fangfrage?
Ist das nicht sehr stressig?
Ist das offensichtlich oder bedarf es einer Erläuterung?
Ist der Kaffee zu stark?
Ist der Kaffee überhaupt noch warm?, erkundigt sich Daniel.
Ist der Kakao UTZ-zertifiziert?
Ist der Plan auch wirklich gut durchdacht?
Ist der Zug schon wieder ausgefallen?
Ist der dritte Teil auch so sehenswert wie die ersten zwei?
Ist die Ferienwohnung mit WLAN ausgestattet?
Ist die GPU überhaupt der Flaschenhals?
Ist die Nummer nicht ein bisschen zu offensichtlich?
Ist die Präzision ausreichend?
Ist die Waschmaschine schon fertig?
Ist die Wohnung warm genug?
Ist diese Leitung sicher?
Ist diese Technik nicht geil?
Ist dir nicht gut?
Ist doch alles nur Fassade.
Ist er denn auch fachkundig?
Ist es in Mannheim nebelig?
Ist es in Nürnberg nebelig?
Ist es nicht eigentlich Kindesmisshandlung, den Kleinen Sand in die Augen zu streuen?
Ist es weit bis Nordhorn?
Ist es weit bis Wolfsburg?
Ist es wirklich schon so spät?
Ist hier denn nirgendwo ein Rettungsring?
Ist in der Thermoskanne noch Tee?
Ist ja stark!
Ist ja widerlich
Ist ja widerlich!
Ist mir egal, wer angefangen hat.
Ist nicht so schlimm, versucht Helga zu trösten.
Ist noch Bier im Kühlschrank?
Ist noch Joghurt im Kühlschrank?
Ist noch Milch im Kühlschrank?
Ist noch Sahne im Kühlschrank?
Ist noch saure Sahne im Kühlschrank?
Ist noch süße Sahne im Kühlschrank?
Ist sie Messdiener?
Ist sie inzwischen wieder gesund?
Ist sie nicht hübsch?
Istanbul war schon die Hauptstadt des Osmanischen Reiches.
Ja ja, so ist das.
Ja nee ist klar.
Ja, Glenn ist wirklich eine Frostbeule.
Ja, aber bei mir ist das auch etwas ganz anderes!
Ja, aber das Wachstum ist komplett auf Pump finanziert.
Ja, aber jener Gleichstrommotor ist nicht bürstenlos.
Ja, das Gerät arbeitet mit Daten von OpenStreetMap.
Ja, das habe ich auch schon versucht, aber das bringt nichts.
Ja, das ist ein ganz erstaunliches Mittel.
Ja, das käme euch gelegen, nicht wahr?
Ja, das sind Billigdinger vom Discounter.
Ja, diese Erfahrung musste ich auch machen.
Ja, ich komme gleich!
Ja, ich will.
Ja, weil sie nie gereinigt wird.
Ja, welches Forum meine ich wohl?
Jacqueline ist auch bereits sternhagelvoll.
Jakarta ist die Hauptstadt von Indonesien.
Jakob hat an der ETH Zürich promoviert, soweit ich weiß.
Jammern nützt nichts, packen Sie lieber an, damit sich etwas ändert.
Jana blickte mürrisch auf die anderen.
Janina folgt weitestgehend dem Pfad ihrer Vorgängerin.
Jawohl, ich habe verstanden.
Jawohl, so soll es geschehen.
Je mehr der Taschenrechner kann, desto weniger können am Ende die Schüler.
Jeanette ist passionierte Seglerin.
Jeden Abend heulen die Hunde in unserer Nachbarschaft.
Jedenfalls nicht aus pädagogischer Sicht, ergänzte Michaela.
Jedenfalls nicht, wenn man ihnen eine konkrete Frage zu einem Sachverhalt aus ihrem Fachgebiet stellt.
Jedenfalls war zu erkennen, dass er ein blaues T-Shirt drunter hatte.
Jedenfalls wenn man reich war.
Jeder Computer hat eine IP-Adresse.
Jeder Wähler hat das Recht, sich die Auszählung anzusehen.
Jeder bekommt eine Wunderkerze in die Hand.
Jeder darf sich jetzt selbst überlegen, was das im übertragenen Sinne zu bedeuten hat.
Jeder davon sitzt perfekt.
Jeder hat es gedacht, aber keiner traute sich, es zu verbalisieren.
Jeder hat seine Geschichte.
Jeder hat sich darauf verlassen, dass sich schon jemand anders darum kümmern wird.
Jeder ist seines eigenen Glückes Schmied.
Jeder kennt den Geruch davon, der einen sehr hohen Wiedererkennungswert hat.
Jeder kennt diese Situation.
Jeder muss für sich selbst den richtigen Moment finden.
Jeder nimmt sich bitte eine Matte vom Mattenwagen.
Jedes Jahr unternimmt die Biolehrerin mit den Schülern eine Exkursion ins Moor.
Jedes Kind hat das Recht darauf, erwünscht zu sein und in einer stabilen Beziehung aufzuwachsen.
Jedes Mal schätzt die Waschmaschine die benötigte Zeit zu pessimistisch.
Jedoch besitzt die Farbladung auch eine Außenwirkung.
Jedoch ist die technisch mögliche Höchstleistung nicht vergleichbar.
Jemand hat den Trank vergiftet.
Jemand hat mir mein Portmonee geklaut.
Jemand muss den Schornsteinfeger hereinlassen.
Jennifer nahm Platz und schlug die Oberschenkel übereinander.
